email_id,actual_label,predicted_label,spam_score,correct
E2919,ham,ham,0.0005,yes
E1387,ham,ham,0.0000,yes
E5321,ham,ham,0.0000,yes
E3134,spam,spam,0.9999,yes
E4070,spam,spam,1.0000,yes
E1519,ham,ham,0.0000,yes
E1864,ham,ham,0.0001,yes
E3822,ham,ham,0.0000,yes
E538,ham,ham,0.0000,yes
E3608,ham,ham,0.0575,yes
E4298,spam,spam,1.0000,yes
E3417,ham,ham,0.3100,yes
E3135,ham,ham,0.0203,yes
E3202,ham,ham,0.0002,yes
E4319,ham,ham,0.0014,yes
E2075,ham,ham,0.2556,yes
E4456,ham,ham,0.0000,yes
E3327,ham,ham,0.0000,yes
E834,ham,ham,0.0000,yes
E3699,ham,ham,0.0100,yes
E516,ham,ham,0.0058,yes
E1661,spam,spam,1.0000,yes
E2195,ham,ham,0.0000,yes
E278,ham,ham,0.0124,yes
E4657,ham,ham,0.0000,yes
E5190,ham,ham,0.0349,yes
E2542,ham,ham,0.0168,yes
E5243,ham,ham,0.0003,yes
E2278,ham,ham,0.4198,yes
E896,ham,ham,0.0000,yes
E3098,ham,ham,0.0000,yes
E2538,ham,ham,0.0000,yes
E3000,ham,ham,0.0004,yes
E2540,ham,ham,0.0003,yes
E3926,ham,ham,0.0000,yes
E3318,spam,spam,1.0000,yes
E2072,spam,spam,1.0000,yes
E979,ham,ham,0.0022,yes
E311,spam,spam,1.0000,yes
E1887,ham,ham,0.0008,yes
E4061,ham,ham,0.0030,yes
E4701,ham,ham,0.0000,yes
E3766,ham,ham,0.0000,yes
E3821,spam,spam,1.0000,yes
E749,ham,ham,0.0001,yes
E1077,ham,ham,0.0004,yes
E3999,ham,ham,0.0000,yes
E3142,ham,ham,0.0621,yes
E3832,ham,ham,0.0000,yes
E466,ham,ham,0.0000,yes
E1463,ham,spam,0.9687,no
E2691,ham,ham,0.0829,yes
E3912,ham,ham,0.0550,yes
E4625,ham,ham,0.1458,yes
E4881,spam,spam,1.0000,yes
E1960,ham,ham,0.0000,yes
E4713,ham,ham,0.0000,yes
E5000,ham,ham,0.0006,yes
E771,ham,ham,0.0001,yes
E4933,spam,spam,0.9759,yes
E2790,ham,ham,0.0001,yes
E1563,ham,ham,0.0008,yes
E2710,spam,spam,1.0000,yes
E2980,ham,ham,0.0038,yes
E4058,ham,ham,0.0000,yes
E5512,ham,ham,0.0000,yes
E508,ham,ham,0.0000,yes
E825,spam,spam,1.0000,yes
E1378,ham,ham,0.0203,yes
E5052,ham,ham,0.0000,yes
E679,ham,ham,0.0000,yes
E5480,ham,ham,0.0001,yes
E192,ham,ham,0.0000,yes
E2676,ham,ham,0.0000,yes
E2091,spam,spam,1.0000,yes
E4296,ham,ham,0.0000,yes
E3490,ham,ham,0.0084,yes
E2740,ham,spam,0.6385,no
E4417,ham,ham,0.0000,yes
E1522,ham,ham,0.1054,yes
E19,ham,ham,0.0007,yes
E3834,ham,ham,0.0000,yes
E4732,ham,ham,0.0010,yes
E564,ham,ham,0.0063,yes
E2779,ham,ham,0.1051,yes
E462,ham,ham,0.0000,yes
E2413,ham,ham,0.0002,yes
E1131,spam,spam,1.0000,yes
E82,ham,ham,0.0000,yes
E3613,ham,ham,0.0263,yes
E1022,ham,ham,0.0005,yes
E4451,ham,ham,0.0089,yes
E1557,ham,ham,0.0174,yes
E921,ham,ham,0.0000,yes
E3204,ham,ham,0.0000,yes
E2680,ham,ham,0.0013,yes
E4998,ham,ham,0.0002,yes
E3102,ham,ham,0.0055,yes
E1292,ham,spam,0.9922,no
E4722,ham,ham,0.0000,yes
E1111,ham,ham,0.0001,yes
E3110,ham,ham,0.0000,yes
E2546,ham,ham,0.0279,yes
E3130,ham,ham,0.0027,yes
E1193,ham,ham,0.0122,yes
E1354,ham,ham,0.0006,yes
E2792,ham,ham,0.0005,yes
E2172,spam,spam,1.0000,yes
E4957,ham,ham,0.0000,yes
E1126,ham,ham,0.0001,yes
E3366,ham,spam,0.5485,no
E536,ham,ham,0.0007,yes
E884,ham,ham,0.0000,yes
E1464,ham,ham,0.0001,yes
E2647,ham,ham,0.1085,yes
E2146,ham,ham,0.0000,yes
E3233,ham,ham,0.0000,yes
E4855,ham,ham,0.0203,yes
E4192,ham,ham,0.0000,yes
E26,ham,ham,0.0000,yes
E2886,ham,ham,0.0000,yes
E403,spam,spam,1.0000,yes
E647,ham,ham,0.0001,yes
E3416,ham,ham,0.0232,yes
E2162,spam,spam,1.0000,yes
E1208,ham,ham,0.0000,yes
E604,ham,ham,0.0000,yes
E3829,ham,ham,0.0110,yes
E382,ham,ham,0.0001,yes
E2249,spam,ham,0.1603,no
E1085,ham,ham,0.0241,yes
E2575,ham,ham,0.0510,yes
E3679,ham,ham,0.0000,yes
E176,ham,ham,0.0001,yes
E1401,ham,ham,0.0046,yes
E1040,ham,ham,0.0000,yes
E4334,ham,ham,0.0000,yes
E677,ham,ham,0.0000,yes
E2106,ham,ham,0.0004,yes
E5030,spam,spam,1.0000,yes
E3714,ham,ham,0.0000,yes
E3406,ham,ham,0.0000,yes
E4536,spam,spam,1.0000,yes
E3514,ham,ham,0.0520,yes
E266,spam,spam,1.0000,yes
E806,spam,spam,1.0000,yes
E4555,ham,ham,0.1278,yes
E4264,ham,ham,0.0002,yes
E3883,ham,ham,0.0000,yes
E2870,ham,ham,0.0000,yes
E3667,ham,ham,0.0048,yes
E3083,ham,ham,0.0004,yes
E4826,ham,ham,0.1338,yes
E981,ham,ham,0.0000,yes
E4768,ham,ham,0.0028,yes
E3082,ham,ham,0.0000,yes
E2367,ham,ham,0.0000,yes
E2685,ham,ham,0.0022,yes
E1945,ham,ham,0.0000,yes
E2571,ham,ham,0.0000,yes
E425,ham,ham,0.0252,yes
E2414,ham,ham,0.0004,yes
E3266,ham,ham,0.0015,yes
E1242,ham,ham,0.0000,yes
E1995,spam,spam,1.0000,yes
E3451,ham,ham,0.0000,yes
E2284,ham,ham,0.0251,yes
E3867,ham,ham,0.0000,yes
E4679,ham,ham,0.1303,yes
E49,ham,ham,0.0001,yes
E5300,ham,ham,0.0004,yes
E4602,ham,spam,0.7439,no
E4697,ham,ham,0.0000,yes
E1602,ham,ham,0.0000,yes
E4634,ham,ham,0.0000,yes
E1620,ham,spam,0.8128,no
E1922,ham,ham,0.0000,yes
E5542,ham,ham,0.0000,yes
E430,ham,ham,0.0006,yes
E1956,ham,ham,0.0001,yes
E4856,ham,ham,0.0008,yes
E4084,ham,ham,0.0008,yes
E59,ham,ham,0.0000,yes
E3230,ham,ham,0.0001,yes
E1327,ham,ham,0.0162,yes
E3444,spam,spam,1.0000,yes
E2299,spam,spam,1.0000,yes
E588,ham,ham,0.0011,yes
E2054,ham,ham,0.0000,yes
E2406,ham,ham,0.0007,yes
E2134,ham,spam,0.5252,no
E986,ham,ham,0.0001,yes
E4312,ham,ham,0.0000,yes
E4651,ham,ham,0.0000,yes
E1447,ham,ham,0.4071,yes
E4449,ham,ham,0.0203,yes
E2219,ham,ham,0.0000,yes
E2279,ham,ham,0.0001,yes
E1830,ham,ham,0.0001,yes
E4493,ham,ham,0.0000,yes
E3263,ham,ham,0.0109,yes
E2247,ham,ham,0.1027,yes
E773,ham,ham,0.0009,yes
E3652,ham,ham,0.0000,yes
E5203,ham,ham,0.0077,yes
E1183,ham,ham,0.0502,yes
E2079,ham,ham,0.0009,yes
E384,ham,ham,0.0000,yes
E4328,ham,ham,0.0480,yes
E925,ham,ham,0.0500,yes
E3662,ham,ham,0.0000,yes
E2624,ham,ham,0.0000,yes
E5367,ham,ham,0.0455,yes
E1362,ham,ham,0.0000,yes
E3535,ham,ham,0.0000,yes
E5431,spam,spam,0.6369,yes
E3487,ham,ham,0.0000,yes
E4540,ham,ham,0.0771,yes
E4720,ham,ham,0.0000,yes
E2393,ham,ham,0.0000,yes
E497,ham,spam,0.8799,no
E3279,ham,ham,0.0000,yes
E1497,ham,ham,0.0000,yes
E1127,ham,ham,0.0000,yes
E2068,ham,ham,0.0000,yes
E4112,ham,ham,0.0132,yes
E2045,ham,ham,0.0156,yes
E3854,ham,ham,0.1862,yes
E281,ham,ham,0.0003,yes
E763,spam,spam,1.0000,yes
E3346,ham,ham,0.0000,yes
E3085,ham,ham,0.0702,yes
E5078,spam,spam,1.0000,yes
E157,ham,ham,0.0000,yes
E1614,ham,ham,0.4588,yes
E344,ham,ham,0.0000,yes
E1320,spam,spam,1.0000,yes
E4736,ham,ham,0.0000,yes
E4191,ham,ham,0.0000,yes
E2569,ham,ham,0.0028,yes
E1983,ham,ham,0.0000,yes
E1340,ham,ham,0.0010,yes
E888,ham,ham,0.3371,yes
E313,ham,ham,0.0000,yes
E4706,ham,ham,0.0000,yes
E5254,spam,spam,1.0000,yes
E911,ham,spam,0.5336,no
E2547,ham,ham,0.0000,yes
E5484,ham,ham,0.0271,yes
E3473,ham,ham,0.0184,yes
E1186,ham,ham,0.0001,yes
E1846,ham,ham,0.0041,yes
E3612,ham,ham,0.0000,yes
E643,ham,ham,0.0000,yes
E3579,ham,ham,0.0000,yes
E2734,ham,ham,0.0001,yes
E1391,ham,ham,0.0019,yes
E2360,ham,ham,0.0012,yes
E2199,ham,ham,0.0024,yes
E590,ham,ham,0.4035,yes
E926,ham,ham,0.0000,yes
E418,ham,ham,0.0008,yes
E4942,ham,ham,0.0000,yes
E1508,ham,spam,0.8652,no
E5257,ham,ham,0.0038,yes
E2885,ham,ham,0.0626,yes
E621,ham,ham,0.0000,yes
E1778,ham,ham,0.0203,yes
E1136,ham,ham,0.0000,yes
E3384,spam,spam,1.0000,yes
E3948,ham,ham,0.0000,yes
E844,ham,ham,0.0002,yes
E1498,ham,ham,0.0000,yes
E5076,ham,ham,0.0000,yes
E2638,ham,spam,0.6165,no
E3371,ham,ham,0.0002,yes
E2375,ham,ham,0.0000,yes
E3591,ham,spam,0.7472,no
E2019,ham,ham,0.0677,yes
E5509,ham,ham,0.0000,yes
E244,ham,ham,0.0362,yes
E710,ham,ham,0.0000,yes
E2069,ham,ham,0.0655,yes
E4688,ham,ham,0.0000,yes
E3275,ham,ham,0.0000,yes
E295,ham,ham,0.0009,yes
E1714,ham,ham,0.0005,yes
E2426,ham,ham,0.0344,yes
E4435,ham,ham,0.0000,yes
E1760,ham,ham,0.0000,yes
E3975,ham,ham,0.1454,yes
E5421,ham,ham,0.0067,yes
E1541,ham,ham,0.2556,yes
E4796,ham,ham,0.0000,yes
E1722,ham,ham,0.0000,yes
E1808,ham,ham,0.0000,yes
E2085,ham,ham,0.0048,yes
E2168,ham,ham,0.0002,yes
E3907,spam,spam,1.0000,yes
E2821,ham,ham,0.0000,yes
E3086,ham,ham,0.0353,yes
E5269,ham,ham,0.0002,yes
E4898,spam,spam,1.0000,yes
E3199,ham,ham,0.0023,yes
E4533,ham,ham,0.0000,yes
E4642,ham,ham,0.0000,yes
E5083,ham,ham,0.0000,yes
E1090,ham,ham,0.0039,yes
E5274,ham,ham,0.0028,yes
E2594,ham,ham,0.0000,yes
E5511,ham,ham,0.0034,yes
E738,ham,ham,0.0054,yes
E3951,ham,ham,0.0000,yes
E839,spam,spam,1.0000,yes
E4849,ham,ham,0.0001,yes
E3953,ham,ham,0.0000,yes
E1392,ham,ham,0.0000,yes
E469,ham,ham,0.0000,yes
E1034,ham,ham,0.0001,yes
E2315,spam,spam,1.0000,yes
E1488,ham,ham,0.0000,yes
E84,ham,ham,0.0000,yes
E641,ham,ham,0.0616,yes
E183,ham,ham,0.0000,yes
E1701,spam,spam,1.0000,yes
E2256,ham,ham,0.0002,yes
E4258,spam,spam,0.6911,yes
E613,spam,spam,1.0000,yes
E1966,ham,ham,0.0056,yes
E4324,ham,ham,0.0000,yes
E3931,ham,ham,0.0078,yes
